PLAYER,All-Star,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
Trevor Ariza,0,POR,35,43,18,25,26.4,7,2.4,5.7,42.7,1.3,3.7,36.3,0.8,1,83.3,0.7,3.9,4.6,1.6,0.9,1.3,0.3,2,18.6,0,0,-0.7,107,108.3,-1.3,8.2,1.86,18.5,2.4,14.5,8.4,9.9,54.5,57.3,11.3,100.81,7.8
Trey Burke,0,DAL,27,25,13,12,13.1,5.9,2.4,5.1,46.5,0.6,1.5,42.1,0.5,0.7,72.2,0.6,0.8,1.4,2.1,0.5,0.3,0,0.8,11.2,0,0,1.5,110.7,105.9,4.8,23.8,4.42,26.5,4.5,6.1,5.3,6,52.8,54.5,18.8,96.84,10.7
Trey Lyles,0,SAS,24,54,23,31,18.4,5.4,2.1,4.8,43.4,0.8,2.4,35.4,0.4,0.6,68.8,1.2,4.5,5.6,1,0.6,0.3,0.4,1.5,15.3,1,0,-0.5,111.6,113.1,-1.6,7.1,1.72,15.3,6.3,24.2,15.3,8.9,52.1,53.5,13.1,100.91,8.6
Tristan Thompson,0,CLE,29,50,14,36,30.6,12.1,5.1,9.9,51.2,0.1,0.3,50,1.8,2.9,63.9,4.1,6.2,10.3,2.1,1.9,0.6,0.9,2.2,30.2,23,0,-7.3,104.2,115.6,-11.3,10.2,1.08,13.6,12.8,20.5,16.5,12.5,51.9,54.3,17.9,99.25,10.7
Troy Brown Jr.,0,WAS,20,50,19,31,25.8,10.2,4,8.6,45.8,0.8,2.4,33.3,1.5,2,75.8,1.1,4.5,5.6,2.3,1,1.3,0.1,1.9,23.7,4,0,-2.5,109.3,113.7,-4.4,12.4,2.23,18.1,4,17.3,10.4,8.1,50.5,53.7,16.6,104.69,10.1
Troy Daniels,0,DEN,28,39,30,9,11.4,4.3,1.5,3.9,39.2,1,2.8,36.1,0.3,0.4,66.7,0.3,0.8,1.1,0.4,0.2,0.2,0.1,0.8,6.8,0,0,-0.1,103.1,103.5,-0.3,4.6,1.56,7.8,2.5,6.4,4.5,5,52,52.9,15.3,102.73,5.8
Ty Jerome,0,PHX,22,21,9,12,11.8,4,1.5,4,37.6,0.5,1.7,31.4,0.4,0.6,75,0.3,1.4,1.7,1.8,0.7,0.7,0.1,1.1,10.4,0,0,-4,97.7,113.1,-15.4,25.3,2.64,26.2,2.1,12.3,6.8,9.9,44.1,46.5,17,102.23,8.2
Tyler Cook,0,DEN,22,11,3,8,3.2,1.7,0.6,0.9,70,0,0,0,0.5,0.5,83.3,0.4,0.5,0.9,0.1,0.1,0.1,0,0.4,3.1,0,0,-1.3,102.7,115.2,-12.5,5,1,6.7,10.5,18.8,14.3,6.7,70,75.2,16.9,105.89,12.3
Tyler Herro,0,MIA,20,46,31,15,27.7,13.1,4.8,11.5,41.4,2.2,5.5,39.3,1.4,1.7,83.5,0.3,3.7,4,2,1.6,0.6,0.2,1.3,21.7,0,0,-0.1,107.3,108.5,-1.2,11.6,1.26,12.6,1.1,12.6,7,9.9,50.8,53.5,21,100.24,9.2
Tyler Johnson,0,BKN,28,31,11,20,16.6,5.7,2.1,5.5,38,0.8,2.7,28.9,0.8,1,75,0.3,1.4,1.7,1.6,0.8,0.4,0.3,1.4,11.3,0,0,-3.3,99.1,107.2,-8.1,14.9,2.08,19.2,1.8,7.6,4.7,9.2,45,48.1,16.9,105.3,5.6
Tyrone Wallace,0,ATL,26,14,3,11,11.5,2.9,1,3.1,31.8,0.1,1.1,6.7,0.8,1.2,64.7,0.2,1.4,1.6,0.9,0.7,0.5,0.1,1.4,7.1,0,0,-2.3,93.9,102.3,-8.3,12.3,1.3,17.3,1.6,12.3,6.5,13.3,33,38.9,15.4,104.3,3.2
Tyson Chandler,0,HOU,37,26,15,11,8.4,1.3,0.5,0.7,77.8,0,0,0,0.2,0.5,46.2,1,1.6,2.5,0.2,0.3,0.2,0.3,1.2,6,0,0,1.2,109.7,104.1,5.7,3.7,0.75,15.8,9.7,17.2,13.3,21.1,77.8,71.7,5.7,107.95,6.1
Tyus Jones,0,MEM,24,54,28,26,18.8,6.9,2.9,6.2,46.8,0.6,1.6,38.6,0.5,0.7,77.8,0.1,1.4,1.6,4.5,0.9,0.9,0.1,0.6,17.6,0,0,-1.6,106.5,110.7,-4.2,31.8,5.17,38,0.6,7.4,3.9,7.4,52,53.6,15.7,106.53,10.6
Udonis Haslem,0,MIA,40,2,2,0,5.4,2.5,0.5,0.5,100,0,0,0,1.5,2,75,0,1.5,1.5,0,0,0,0,1.5,4.3,0,0,-3.5,104.5,130.4,-25.9,0,0,0,0,33.3,17.6,0,100,90.6,13,99.88,11.9
Vic Law,0,ORL,24,3,0,3,1.5,0,0,0.7,0,0,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,70,44.4,25.6,0,0,0,0,0,0,0,0,0,27.3,102.36,-100
Victor Oladipo,0,IND,28,7,2,5,25,11.1,4,12.1,32.9,1.4,5.9,24.4,1.7,2.1,80,0.9,1.1,2,2.9,1.7,0.6,0.1,1.3,18.3,0,0,-5.4,98.9,109.1,-10.2,17.9,1.67,16.1,3.3,4.5,3.9,9.7,38.8,42.6,25.7,99.08,5
Vince Carter,0,ATL,43,49,14,35,15.3,5.3,1.9,5.3,35.4,1,3.6,29.3,0.5,0.6,79.3,0.3,1.9,2.2,0.9,0.6,0.4,0.5,1.6,11.3,0,0,-2.4,101,109.5,-8.5,8.8,1.47,12.7,1.7,11.6,6.5,8.6,45.2,47.3,16.5,105.26,5.2
Vincent Poirier,0,BOS,26,18,16,2,6,1.9,0.8,1.7,46.7,0.1,0.1,50,0.3,0.4,85.7,0.5,1.3,1.8,0.4,0.3,0.1,0.3,1.2,5.7,0,0,-0.3,102.9,104.5,-1.6,9.2,1.17,15.2,8.1,18.6,13.8,13,48.3,52.9,14.6,107.96,7.1
Vlatko Cancar,0,DEN,23,11,6,5,3.4,1.4,0.5,1,45.5,0.1,0.5,20,0.4,0.4,100,0.3,0.5,0.7,0.3,0.3,0.1,0.1,0.5,2.9,0,0,0.1,111,107.1,3.8,9.7,1,15.8,9.1,13.2,11.3,15.8,50,58.8,17.4,104.99,6.6
Wayne Ellington,0,NYK,32,28,5,23,15.3,5.1,1.7,4.8,35.8,1.3,3.8,34.6,0.4,0.5,84.6,0.1,1.5,1.6,1,0.5,0.4,0.1,1,9.5,0,0,-0.7,101,104.4,-3.4,9.9,1.87,15.5,0.8,9.4,5,8.3,49.6,51.5,14.7,100.54,6.6
Wendell Carter Jr.,0,CHI,21,37,13,24,30,11.7,4.5,8.4,53.7,0.2,0.8,21.4,2.6,3.5,73.6,3.5,6.4,9.9,1.2,1.7,0.8,0.9,3.8,28.8,17,0,0.7,105.7,104.3,1.4,6.1,0.71,9.3,10.9,21.6,16,13.1,54.7,59.2,16.3,100.67,10.6
Wenyen Gabriel,0,POR,23,18,5,13,6.6,1.8,0.7,1.7,38.7,0.1,0.7,16.7,0.4,0.7,58.3,0.4,0.7,1.1,0.2,0.4,0.3,0.2,0.9,4.5,0,0,-2.6,92.9,110.5,-17.6,5.1,0.57,8.5,4.9,11.9,7.8,14.9,41.9,45.5,14.1,107.8,2.7
Wes Iwundu,0,ORL,25,41,18,23,18.3,5.1,1.7,4.3,38.2,0.5,1.5,32.3,1.3,1.6,81.8,0.5,2,2.6,1.1,0.4,0.6,0.2,1.5,12,0,0,0,102.3,103.6,-1.2,8.3,2.59,16.4,2.6,11,6.6,6.3,43.8,50.7,12.7,100.49,6.2
Wesley Matthews,0,MIL,33,51,43,8,24.6,7.5,2.5,6.3,40.6,1.6,4.3,37.1,0.8,1,77.4,0.2,2.3,2.5,1.4,0.7,0.6,0.2,1.5,14.2,0,0,7,111.6,99.2,12.4,7,1.97,15.8,0.8,7.6,4.4,8,53.4,55.8,12.3,107.22,5.5
Will Barton,0,DEN,29,48,33,15,33.3,15.1,5.8,12.9,44.7,1.8,4.8,38.2,1.8,2.4,76.1,1.5,5,6.5,3.7,1.4,1.1,0.5,2,31.8,7,0,4.8,112.8,106.4,6.5,16,2.67,19.6,4.3,14.6,9.5,7.3,51.7,54.3,19.6,97.71,11.1
William Howard,0,HOU,26,2,1,1,6.6,0,0,2,0,0,2,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,1.5,0,0,-8,62.1,113.3,-51.3,20,1,16.7,0,25,7.7,16.7,0,0,15.2,106.73,-8.6
Willie Cauley-Stein,0,DAL,26,50,13,37,21,7.5,3.3,5.8,57.4,0,0,0,0.8,1.3,61.9,1.6,4.3,5.9,1.3,0.8,1,1.2,2.4,22.2,3,0,-2.4,102.2,107.5,-5.3,9.8,1.72,15.8,7.2,19.8,13.4,9.2,57.4,58.5,14.6,100.47,11.1
Willy Hernangomez,0,CHA,26,24,4,20,10.6,5.7,2.2,4.2,52.5,0.2,0.8,25,1.1,1.9,56.5,1.3,2.3,3.6,0.7,0.9,0.3,0.2,1.2,11.5,1,0,-1,100.6,105.8,-5.3,11.2,0.73,9.9,10.3,22,15.7,13.7,55,56.5,23.6,100.51,12.4
Wilson Chandler,0,BKN,33,25,11,14,20.7,6.2,2.3,5.3,42.9,1,3.3,30.1,0.7,0.8,89.5,0.3,4,4.4,1.2,1.1,0.6,0.3,2.2,15,0,0,-4.5,98.2,107.1,-9,9.4,1.15,15.6,1.5,17.2,9.6,13.6,52.3,55.2,13.5,103.38,7.9
Yogi Ferrell,0,SAC,27,42,16,26,11.1,4.4,1.6,3.9,40.9,0.5,1.6,28.8,0.7,0.8,85.7,0.1,1,1.1,1.4,0.5,0.3,0.1,0.7,8.4,0,0,-0.4,101.3,104,-2.7,18.9,2.48,22,1.2,9.1,4.9,8.9,46.6,51,18.2,100.55,9.1
Yuta Watanabe,0,MEM,25,9,4,5,5.4,1.8,0.7,1.6,42.9,0.2,0.4,50,0.2,0.4,50,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.6,3.6,0,0,2.3,110.8,93.6,17.2,2.3,1,5.6,2,12.7,7.7,5.6,50,50.8,13.7,107.79,4.9
Zach Collins,0,POR,22,3,2,1,28.8,9,3,6.3,47.4,1,2.3,42.9,2,2,100,1.3,2.7,4,2,2,0,0.7,3.7,16.8,0,0,6.3,116.3,103.2,13.1,8.3,1,17.6,5.6,8.2,7.1,17.6,55.3,62.4,13.9,103.61,5.1
Zach LaVine,0,CHI,25,55,19,36,34.5,25.3,8.8,19.6,44.8,3.1,7.9,38.5,4.7,5.7,82.4,0.7,4.1,4.8,4.1,3.3,1.4,0.5,2.1,39.7,2,0,-2.9,106.6,110.6,-4,21.5,1.26,14.1,1.9,12.5,7,11.2,52.6,57.3,30.9,100.84,13.3
Zach Norvell Jr.,0,GSW,22,5,2,3,8.2,2,0.6,2.4,25,0.6,1.6,37.5,0.2,0.2,100,0,1.2,1.2,0.6,0.6,0.4,0,0.8,4.9,0,0,-5.4,103.3,135.6,-32.3,9.1,1,16.7,0,20.7,8.6,16.7,37.5,40.2,14.7,107.05,2.6
Zhaire Smith,0,PHI,21,7,3,4,4.6,1.1,0.4,1.6,27.3,0,0.4,0,0.3,0.6,50,0,0.3,0.3,0.3,0.3,0.4,0,0.6,2.9,0,0,-1.4,102.8,115.1,-12.3,8.3,1,11.8,0,8,3.1,11.8,27.3,31.3,16.5,107.63,-0.8
Zion Williamson,0,NOP,19,10,5,5,27.4,22.1,8.3,14.4,57.6,0.4,1.1,36.4,5.1,7.8,65.4,3.5,4,7.5,2.2,2.8,0.7,0.4,1.7,34.9,2,0,7.4,114.8,102.1,12.7,12.2,0.79,9.6,12.4,12.5,12.4,12.2,59,62,29.3,106.85,14.8
Zylan Cheatham,0,NOP,24,3,2,1,10.2,1.3,0.7,1.7,40,0,0.3,0,0,0,0,0.3,1.7,2,0.7,1,0,0.3,1.7,4.7,0,0,-10,74.6,118.5,-43.9,13.3,0.67,20,3.1,15.2,9.2,30,40,40,11.4,100.14,0.9
