PLAYER,YEAR,TEAM,All-Star,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,
D.J. Augustin,2019,ORL,0,32,39,19,20,26,10.7,3.3,8.4,39.3,1.2,3.5,34.6,2.9,3.3,87.7,0.4,2.1,2.4,4.7,1.4,0.7,0,1.1,21.5,0,0,1.3,110.1,120,-9.9,5,0.83,14.5,14.7,14.1,14.4,17.4,61.5,66.1,9.3,99.66,6.5,
D.J. Wilson,2019,MIL,0,24,26,24,2,9,3.1,1.2,3,40.5,0.4,1.7,24.4,0.2,0.3,71.4,0.2,1.8,2,0.7,0.5,0,0.2,0.8,6.6,0,0,-0.8,110.1,120,-9.9,5,0.83,14.5,14.7,14.1,14.4,17.4,61.5,66.1,9.3,99.66,6.5,
DaQuan Jeffries,2019,SAC,0,22,6,1,5,3.2,1.2,0.5,1.2,42.9,0.2,0.7,25,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0.5,2.1,0,0,0.2,113,109.1,3.9,5.5,1.45,11.1,3.2,10.3,6.7,7.7,54.4,57,13.3,104.89,6.9,
Damian Jones,2019,ATL,0,25,51,14,37,16.7,5.9,2.3,3.4,68.6,0,0.2,25,1.2,1.6,73.8,1.4,2.4,3.8,0.6,0.5,0.5,0.7,2.7,14.6,0,0,-4.8,104.9,117.7,-12.8,5.4,1.14,11.9,8.1,15.1,11.5,10.4,69.2,71.8,11.6,104.56,8.1,
Damian Lillard,2019,POR,1,29,54,25,29,37,29.5,9.4,20.4,46,3.9,10,39.3,6.8,7.7,88.9,0.5,3.8,4.4,7.9,2.9,1,0.3,1.7,47.6,16,1,0.9,114,113.1,0.9,34.1,2.72,23.1,1.3,9.2,5.4,8.5,55.6,62.1,29.7,102.19,16.9,
Damion Lee,2019,GSW,0,27,39,9,30,28,12,4.1,9.9,41.3,1.5,4.2,35.6,2.3,2.6,88.2,0.8,4.1,4.9,2.5,1.3,1,0.1,2.3,23.4,3,0,-2.2,104.4,108,-3.6,13.3,1.85,16.7,2.5,14.4,8.3,9,48.8,54.2,18.3,103.82,8.7,
Damyean Dotson,2019,NYK,0,26,45,14,31,17.4,6.7,2.5,5.9,42.3,1.2,3.4,35.8,0.5,0.7,68.8,0.2,1.6,1.8,1.2,0.4,0.5,0.1,0.9,11.9,0,0,-1.7,102.8,107.7,-4.9,10.4,2.65,15.1,0.9,8.7,4.7,5.7,52.4,53.7,15.6,101.32,8,
Daniel Gafford,2019,CHI,0,21,33,12,21,12.7,4.7,2,3,67,0,0,0,0.6,1.2,52.6,1.2,1.2,2.4,0.4,0.5,0.3,1.3,1.8,12.2,0,0,-1.6,98.1,103.8,-5.7,5.3,0.78,9.3,8.4,9.1,8.8,12,67,66,13.4,102.64,8.5,
Daniel Theis,2019,BOS,0,28,48,32,16,22.9,8.3,3.4,6.2,54.7,0.4,1.4,30.8,1.2,1.6,71.8,2.1,4.1,6.2,1.6,0.8,0.7,1.4,3.4,23.5,4,0,3.4,111.4,103.4,8,10.1,1.97,17.3,8.9,17.2,13,8.8,58.1,60.5,14.2,100.23,10,
Danilo Gallinari,2019,OKC,0,31,47,26,21,30.7,19.3,6,13.5,44.3,3,7.3,40.7,4.3,4.8,89.9,0.7,5,5.7,2.3,1.3,0.7,0.1,1.3,30.5,3,0,3.3,116.8,112.1,4.6,11.2,1.7,11.9,2.2,16.4,9.5,7,55.3,61.7,24,99.22,13.3,
Danny Green,2019,LAL,0,33,52,40,12,25,8.6,3.1,7.3,42.2,1.9,5,37.8,0.6,0.8,72.7,0.7,2.7,3.5,1.3,0.9,1.2,0.5,2.2,19,0,0,4.9,114.2,105.5,8.7,6.6,1.5,13.6,2.9,10.5,6.8,9,55.3,56.6,13.9,102.52,6.8,
Dante Exum,2019,CLE,0,24,32,8,24,13.4,4.2,1.5,3.4,45.4,0.3,1.1,30.6,0.8,1.1,72.2,0.3,1.5,1.8,1.2,0.9,0.4,0.2,1.1,9,0,0,-3.4,97.4,107.8,-10.4,13.7,1.34,20.2,2,10.9,6.4,15,50.5,54.5,14.9,100.89,7,
Danuel House Jr.,2019,HOU,0,27,48,30,18,31,10.6,3.6,8.6,42.1,2.1,5.6,37.5,1.3,1.6,78.9,1.1,3.4,4.5,1.3,0.9,1.1,0.6,2.1,22.2,2,0,2.4,113,109.1,3.9,5.5,1.45,11.1,3.2,10.3,6.7,7.7,54.4,57,13.3,104.89,6.9,
Dario Saric,2019,PHX,0,26,48,20,28,24.8,9.6,3.6,8.1,44.2,1.2,3.9,31.4,1.2,1.4,85.3,1.5,4.5,6,1.9,1.2,0.6,0.3,2.2,21,8,0,-0.9,109.6,111.1,-1.5,10.4,1.53,15.9,5.9,18,11.9,10.4,51.7,54.9,16.6,102.98,9.1,
Darius Bazley,2019,OKC,0,20,53,32,21,17.2,4.5,1.7,4.3,38.3,0.6,1.9,30,0.6,0.9,68.1,0.4,3.3,3.7,0.5,0.8,0.4,0.7,0.8,12.1,0,0,-1.2,98.3,101.6,-3.3,4.6,0.73,9,2.2,17.3,10,12.4,44.8,47.5,13.7,101.69,7.7,
Darius Garland,2019,CLE,0,20,53,14,39,30.5,12.2,4.6,11.8,39.4,1.8,5.2,35.2,1.1,1.3,87,0.4,1.5,1.9,3.8,2.6,0.7,0,1.6,19.9,1,0,-5.5,104.2,114.1,-9.8,18.3,1.46,20.4,1.4,4.7,3,14,47,49.4,20.4,100.73,5.5,
Daryl Macon,2019,MIA,0,24,4,4,0,3.5,0.8,0.3,0.8,33.3,0.3,0.5,50,0,0,0,0,0,0,0.3,0.5,0,0,0.3,0.6,0,0,0,78.6,71,7.6,14.3,0.5,16.7,0,0,0,33.3,50,50,16.7,100.43,-2.8,
David Nwaba,2019,HOU,0,27,20,8,12,13.4,5.2,1.9,3.6,52.1,0.6,1.4,42.9,0.9,1.4,66.7,0.4,1.9,2.3,0.4,0.4,0.6,0.6,1.6,11.6,0,0,1.8,102.1,94.9,7.2,4.6,1,8,2.7,10.9,7.1,8,60.6,62.7,13.9,104.69,9.8,
Davis Bertans,2019,WAS,0,27,44,16,28,29.3,15,4.8,11.1,43.6,3.5,8.4,42.4,1.8,2,86.7,0.7,3.9,4.6,1.8,1,0.7,0.7,2.5,26.4,1,0,0.5,114.5,113.3,1.2,8.2,1.88,12.3,2.3,12.8,7.5,6.6,59.6,62.5,17.7,105.96,9.5,
De'Aaron Fox,2019,SAC,0,22,36,12,24,31.5,19.7,7.1,15.2,46.8,1,3.2,30.4,4.5,6.6,68.1,0.7,3.5,4.2,7,3.3,1.5,0.6,2.9,38,7,0,-2.7,109.4,113.3,-3.9,34.8,2.14,24.6,2.1,11.1,6.5,11.5,50,54.4,28.7,101.69,12.2,
De'Andre Hunter,2019,ATL,0,22,53,15,38,31.6,12.2,4.5,10.9,41,1.6,4.8,34.5,1.7,2.2,75.9,0.5,3.4,4,1.8,1.6,0.8,0.3,2.8,21.2,1,0,-4.8,111.8,107.5,4.3,10.4,1.14,10.5,11.9,22.7,17.5,9.2,53.9,56.3,23.3,102.48,14.5,
De'Anthony Melton,2019,MEM,0,22,41,21,20,18.4,8,2.9,6.6,43.9,0.5,1.9,27.3,1.7,2,83.1,0.7,3,3.6,3,1.5,1.3,0.3,1.8,20.2,0,0,3.3,111.8,107.5,4.3,10.4,1.14,10.5,11.9,22.7,17.5,9.2,53.9,56.3,23.3,102.48,14.5,
DeAndre Jordan,2019,BKN,0,31,45,22,23,21.3,8.1,3.3,5,67,0,0,0,1.4,2,69.6,2.4,7.5,9.9,2,1.4,0.4,1,1.9,25.6,9,0,-1.6,111.8,107.5,4.3,10.4,1.14,10.5,11.9,22.7,17.5,9.2,53.9,56.3,23.3,102.48,14.5,
DeAndre' Bembry,2019,ATL,0,25,43,10,33,21.3,5.8,2.4,5.3,45.6,0.3,1.5,23.1,0.6,1.1,54.2,0.8,2.7,3.5,1.9,1.4,1.3,0.4,2,16.6,2,0,-6,111.8,107.5,4.3,10.4,1.14,10.5,11.9,22.7,17.5,9.2,53.9,56.3,23.3,102.48,14.5,
DeMar DeRozan,2019,SAS,0,30,52,22,30,34.3,23,8.6,16,53.4,0.2,0.6,27.6,5.7,6.8,84.4,0.6,5,5.7,5.2,2.5,1.1,0.2,2.8,39,4,0,-2.1,110.6,110.2,0.4,22.7,3.65,31.1,4.6,12.2,8.3,8.5,51.8,55.4,14.7,100.85,11.1,
DeMarre Carroll,2019,HOU,0,33,15,7,8,9,2.2,0.6,1.9,31,0.2,0.9,23.1,0.8,1.3,60,0.5,1.6,2.1,0.7,0.7,0.1,0.1,1.3,5.9,0,0,1.3,110.6,110.2,0.4,22.7,3.65,31.1,4.6,12.2,8.3,8.5,51.8,55.4,14.7,100.85,11.1,
Dean Wade,2019,CLE,0,23,10,1,9,5.4,1.6,0.7,1,70,0.2,0.3,66.7,0,0.1,0,0.2,1.4,1.6,0.1,0.3,0.2,0.3,0.7,4.9,0,0,0,109.4,113.3,-3.9,34.8,2.14,24.6,2.1,11.1,6.5,11.5,50,54.4,28.7,101.69,12.2,
Deandre Ayton,2019,PHX,0,21,23,10,13,33.1,18.7,8.4,15.6,53.9,0,0.1,0,2,2.4,80.4,4,8,12,2.2,1.9,0.7,1.6,3.1,41.5,15,0,2.7,111.8,107.5,4.3,10.4,1.14,10.5,11.9,22.7,17.5,9.2,53.9,56.3,23.3,102.48,14.5,
Dejounte Murray,2019,SAS,0,23,50,21,29,24.6,10.4,4.2,8.7,48.5,0.6,1.5,37.8,1.4,1.7,79.1,1.2,4.6,5.8,4,1.9,1.6,0.3,2.2,27.1,4,0,-3,108.5,113.1,-4.6,23.2,2.11,26,4.7,18.6,11.6,12.3,51.7,54.8,19.8,100.89,11.5,
Delon Wright,2019,DAL,0,28,53,32,21,21.1,7.3,2.7,5.9,46.3,0.6,1.8,36.6,1.2,1.5,77.2,1.1,2.7,3.8,3.4,0.9,1.1,0.3,1.3,20.2,1,0,0.1,110.6,110.2,0.4,22.7,3.65,31.1,4.6,12.2,8.3,8.5,51.8,55.4,14.7,100.85,11.1,
Dennis Schroder,2019,OKC,0,26,54,32,22,31.2,19.3,7.2,15.2,47.2,2,5.2,38.7,2.9,3.4,84.4,0.3,3.5,3.8,4,2.6,0.6,0.2,2.2,30,0,0,4.4,108.7,102.4,6.3,21.9,1.56,17.3,1.1,10.2,5.9,11.1,53.8,57.6,26.2,101.68,12.3,
Dennis Smith Jr.,2019,NYK,0,22,30,7,23,15.5,5.2,2,5.9,34.1,0.5,1.6,29.2,0.7,1.5,47.8,0.6,1.7,2.3,2.8,1.7,0.6,0.3,1.9,13.2,0,0,-5.1,95.5,111.3,-15.8,29.7,1.65,25.3,3.6,10.5,6.8,15.4,38.1,39.7,21.7,101.53,4.6,
Denzel Valentine,2019,CHI,0,26,30,10,20,12.2,5.8,2.2,5.5,40.2,1.2,3.4,35.6,0.2,0.2,100,0.1,1.8,1.9,1.1,0.7,0.7,0.2,1.3,11.6,0,0,-0.5,99.4,102,-2.6,15.5,1.7,15.5,1,14.5,7.3,9.1,51.2,52,21.3,100.95,9.7,
Deonte Burton,2019,OKC,0,26,30,18,12,8.5,2.7,1.1,3.1,36.6,0.2,1.3,17.9,0.2,0.4,50,0.2,1.1,1.3,0.3,0.3,0.1,0.3,0.9,5.8,0,0,-1.6,94.9,103.3,-8.3,6.2,1.11,8.6,1.8,11.4,6.9,7.8,40.3,41.2,17.8,104.21,3.8,
Derrick Favors,2019,NOP,0,28,36,17,19,23.9,9.5,4.3,6.9,62.3,0,0.1,20,0.9,1.5,60.4,3.2,6.7,9.9,1.8,1.3,0.6,1,2.3,27.5,14,0,1.8,112.9,109.9,3,10.5,1.38,17.3,12.4,26,19.2,12.6,62.6,63.1,14.7,103.58,13.4,
Derrick Jones Jr.,2019,MIA,0,23,40,25,15,24.7,8.7,3.1,6.2,49.4,0.7,2.5,28.6,1.9,2.4,77.9,1,3.2,4.2,0.9,0.6,1,0.7,2.2,19.5,0,0,-1.6,107,109.6,-2.6,5.5,1.44,10.3,4,11.9,8.1,7.1,55,59.8,13.6,100.24,8.2,
Derrick Rose,2019,DET,0,31,45,16,29,26.2,18.2,7.4,15.1,49,0.9,3,30.6,2.4,2.8,85.9,0.5,1.9,2.5,5.8,2.5,0.8,0.3,1,30.6,4,0,-1,109.9,112,-2.1,37.7,2.34,23.6,2,7.2,4.6,10.1,52.1,55.6,29.8,102.11,14.1,
Derrick Walton Jr.,2019,DET,0,25,23,14,9,9.6,2.2,0.7,1.6,47.2,0.4,0.9,42.9,0.3,0.4,77.8,0.1,0.6,0.7,1,0.2,0.2,0,0.8,4.7,0,0,0.2,104.4,102.9,1.5,14.1,5.5,33.3,0.8,5.6,3.2,6.1,59.7,62.6,8.1,104.15,5.6,
Derrick White,2019,SAS,0,25,52,23,29,23.8,10.2,3.5,7.6,45.8,0.9,2.6,35.8,2.3,2.7,84.9,0.5,2.6,3.1,3.4,1.2,0.6,0.8,2.1,21.9,0,0,0.3,109.6,109.5,0.1,20.2,2.85,25.6,2.1,9.9,6.1,9,51.9,57.9,17.4,102.89,9.6,
Devin Booker,2019,PHX,1,23,52,22,30,35.9,26.4,8.9,17.9,49.6,1.9,5.4,35.8,6.7,7.3,92,0.5,3.7,4.2,6.3,3.9,0.8,0.3,3,40,6,0,1.4,113.5,111.4,2.1,28.3,1.62,20.2,1.4,10.1,5.8,12.5,55,62.5,29.1,102.69,13.9,
Devon Hall,2019,OKC,0,24,5,3,2,3.9,1,0.2,1,20,0,0.4,0,0.6,0.8,75,0,0.2,0.2,0.6,0.2,0,0,0.2,1.9,0,0,4,134.9,88.4,46.5,17.6,3,27.3,0,4.3,2.5,9.1,20,37,16.7,104.58,2.7,
Devonte' Graham,2019,CHA,0,25,54,18,36,35.2,18.1,5.8,15.3,37.9,3.5,9.4,37.4,3,3.7,81.1,0.8,2.9,3.6,7.8,2.9,0.9,0.3,1.9,34.7,16,0,-2.9,107.2,111.8,-4.5,35.4,2.68,28.2,2,8.2,5,10.6,49.5,53.6,24.1,97.71,11,
Dewan Hernandez,2019,TOR,0,23,4,4,0,2.8,1,0.3,1.3,20,0,0.3,0,0.5,0.5,100,0.5,1.3,1.8,0,0.3,0.3,0,1.5,3.6,0,0,0.3,107.7,108,-0.3,0,0,0,20,33.3,28,14.3,20,34,23.3,107.84,0,
Dewayne Dedmon,2019,ATL,0,30,37,14,23,16.7,5.6,2.2,5.3,41.1,0.5,2.2,22,0.7,0.8,83.9,1.3,3.8,5.1,0.5,1.4,0.5,1,2.8,15.3,3,0,-0.3,107.6,107.5,0.1,4,0.33,6.1,7.4,22.9,15.1,18.7,45.7,48.9,18.1,99.66,6.2,
Dillon Brooks,2019,MEM,0,24,54,28,26,28.3,15.7,5.7,13.8,41.3,2.1,5.3,38.5,2.2,2.7,83.4,1,2.4,3.4,2,1.6,0.9,0.4,3.7,25.2,0,0,-0.6,109.3,109.6,-0.3,10.2,1.24,10.9,3.3,7.9,5.6,8.8,48.7,52.4,24,103.54,6.6,
Dion Waiters,2019,LAL,0,28,3,1,2,14,9.3,3.3,8.7,38.5,2.7,5.7,47.1,0,0.3,0,0,3.7,3.7,1,1,0,0.7,1.7,16.2,0,0,4,115.7,102.2,13.5,12.5,1,9.4,0,20.8,11.6,9.4,53.8,53,29.6,101.55,10.7,
Domantas Sabonis,2019,IND,1,24,52,30,22,34.6,18.3,7.3,13.5,54.1,0.3,1.1,22.4,3.4,4.7,72.7,3,9.4,12.5,4.8,2.7,0.7,0.5,3.4,41.5,41,4,3.1,110.5,106.5,4,20.8,1.77,20.9,8.9,26.7,17.9,11.8,55,58.7,22.8,98.88,15.5,
Donovan Mitchell,2019,UTA,1,23,53,35,18,34.4,24.3,9,19.7,45.7,2.4,6.7,36.3,3.9,4.5,86.1,0.7,3.6,4.3,4.3,2.7,1.1,0.2,2.4,37.2,1,0,3,112.1,107.2,4.8,21.1,1.59,15,2,10.1,6.2,9.4,51.9,56.1,30.4,100.77,12.8,
Donte DiVincenzo,2019,MIL,0,23,49,44,5,22.9,9.2,3.5,7.7,45.6,1.3,3.7,34.4,0.9,1.2,77.6,1,3.7,4.7,2.2,1.2,1.5,0.3,1.7,22.3,0,0,7.9,114,97.8,16.2,12.5,1.8,18.8,4.1,13.6,9.2,10.5,53.8,56,16.5,106.78,10.4,
Dorian Finney-Smith,2019,DAL,0,27,55,33,22,29.7,9.4,3.3,7.3,46.1,1.6,4.2,38.2,1.1,1.5,72.3,2,3.6,5.6,1.5,1,0.7,0.5,2.3,21.1,3,0,3.9,117,110.2,6.7,6.8,1.51,14.4,6.7,11.2,9,9.6,57.3,59.4,12.8,99.37,7.1,
Doug McDermott,2019,IND,0,28,55,32,23,20.6,10.4,3.9,8.1,48.5,1.9,4.4,44.2,0.7,0.8,80,0.4,2.2,2.6,1.1,0.6,0.1,0.1,1.7,15.1,0,0,2.4,110,105,5,7.4,1.82,10.9,1.9,9.6,5.9,6,60.5,61.8,18.3,101.43,8.9,
Dragan Bender,2019,GSW,0,22,7,7,0,13,3.7,1.4,3,47.6,0.6,1.3,44.4,0.3,0.4,66.7,0,2.9,2.9,1.3,0.7,0,0.7,2.3,10.5,0,0,6.3,116.3,94.6,21.7,11.4,1.8,25,0,17.2,10.7,13.9,57.1,58.2,12.6,107.4,6.4,
Draymond Green,2019,GSW,0,30,41,10,31,29.1,8.3,2.9,7.5,38.8,0.9,3,28.8,1.5,2,75.9,0.6,5.8,6.4,6.2,2.3,1.4,0.8,2.6,29.6,8,2,-4.6,103,110.3,-7.3,30.6,2.71,36.7,1.8,19.3,10.4,13.5,44.7,49.1,15.6,102.92,10.1,
Drew Eubanks,2019,SAS,0,23,8,5,3,5.2,2.9,1.3,1.9,66.7,0,0,0,0.4,0.4,100,0.8,1.4,2.1,0.3,0.6,0,0.1,0.6,5.6,0,0,-4.9,84.4,131.9,-47.5,11.1,0.4,8.7,12.8,32.4,21,21.7,66.7,70.5,19.4,107.24,12.8,
Duncan Robinson,2019,MIA,0,26,54,35,19,29.1,12.6,4.2,9.1,45.7,3.5,8.1,43.8,0.7,0.8,88.9,0.1,3.1,3.2,1.4,0.8,0.5,0.2,2.9,20.1,1,0,3.9,113.2,106.6,6.6,6.8,1.79,12,0.5,10.3,5.6,6.7,65.1,66.5,15.2,99.12,7.6,
Dwayne Bacon,2019,CHA,0,24,39,10,29,17.6,5.7,2.2,6.3,34.8,0.5,1.7,28.4,0.9,1.4,66,0.4,2.2,2.6,1.3,0.9,0.6,0.1,1.3,11.8,0,0,-3.4,100.9,109.1,-8.2,12.1,1.41,14.6,2,12.4,6.9,10.4,38.7,41.9,18.9,99.14,4.9,
Dwight Howard,2019,LAL,0,34,53,41,12,19.8,7.8,3.2,4.3,73.8,0.1,0.1,60,1.4,2.9,46.8,2.7,5.2,7.8,0.7,1.2,0.4,1.3,3.2,22.1,8,0,3.3,113.9,105.8,8,4.6,0.54,8.8,13.1,25.7,19.3,16.4,74.5,69.5,14.5,98.88,11.7,
Dwight Powell,2019,DAL,0,28,40,25,15,26.5,9.4,3.7,5.7,63.8,0.3,1,25.6,1.9,2.8,66.7,1.9,3.8,5.7,1.5,0.9,0.9,0.6,2.6,21.7,1,0,4.9,116.3,107.4,8.9,7.6,1.64,15.8,7.1,13.2,10.2,9.7,65.9,67.7,12.6,99.41,9.4,
Dzanan Musa,2019,BKN,0,21,35,17,18,11.5,4.2,1.4,4,36,0.4,1.9,23.1,0.9,1.3,75,0.5,1.5,2,0.9,0.8,0.4,0,0.7,8.4,0,0,-1.2,100.1,105.5,-5.3,11.6,1.07,14.1,4.2,11.2,7.7,13.2,41.4,46.7,18.7,104.85,6.6,
E'Twaun Moore,2019,NOP,0,31,42,21,21,20,9.5,3.8,8.9,42.8,1.3,3.5,37.4,0.6,0.9,64.1,0.6,2,2.6,1.5,0.7,0.5,0.2,1.5,16.4,0,0,0.3,111.9,103.2,8.7,7.4,1.55,11.6,6.4,20.8,13.9,7.5,55,59.1,17.1,107.49,11.3,
Ed Davis,2019,UTA,0,31,25,15,10,10.7,1.3,0.6,1.4,41.2,0,0,0,0.2,0.4,45.5,1.2,2.6,3.8,0.3,0.5,0.4,0.4,2.2,8.1,0,0,-3.5,94.4,108.2,-13.8,4.5,0.62,13.3,10.2,24,17,21.7,41.2,42.5,8.4,100.04,4.8,
Edmond Sumner,2019,IND,0,24,20,8,12,13.4,4.3,1.8,4,43.8,0.4,1.3,30.8,0.4,0.7,61.5,0.4,1.1,1.5,1.4,0.8,0.7,0.3,1.4,10.2,0,0,-1,106,109.2,-3.2,14,1.87,21.7,3,7.3,5.3,11.6,48.8,50.2,16.3,101.26,5.5,
Elfrid Payton,2019,NYK,0,26,36,13,23,27.4,9.7,4.3,9.9,43,0.4,1.6,23.7,0.8,1.6,53.6,1.2,3.5,4.7,6.9,2,1.7,0.4,2.1,30.1,4,1,-2.4,107.9,111.7,-3.8,34,3.43,35.3,3.9,12.6,8,10.3,44.9,46,18.7,100.64,11.1,
Elie Okobo,2019,PHX,0,22,45,19,26,13.5,4.2,1.4,3.5,40.1,0.5,1.4,35.9,0.9,1.4,67.2,0.3,1.3,1.6,2.2,0.6,0.5,0.1,1,10.5,0,0,-0.2,108.2,107.9,0.2,22.2,3.38,31.4,2.2,9.7,5.9,9.3,47.5,51.7,14.8,101.14,7.9,
Emmanuel Mudiay,2019,UTA,0,24,45,31,14,16.1,7.3,2.8,6.1,46.7,0.6,1.6,36.1,1,1.4,72.6,0.4,2.1,2.4,2.3,1.4,0.4,0.2,1.3,14.1,0,0,0.6,106.6,104.5,2.1,21.7,1.68,22.2,2.2,11.5,7.1,13.2,51.5,54.3,21.1,102.76,9.7,
Enes Kanter,2019,BOS,0,28,42,27,15,18.6,9.2,3.9,6.7,58.6,0,0.2,14.3,1.3,1.9,70,2.9,5.3,8.2,1,1.1,0.4,0.8,1.9,23.2,8,0,4.2,112.9,102.6,10.3,8.2,0.96,10.7,15,26.6,20.9,11.2,58.8,61.1,18.9,100.28,16,
Eric Bledsoe,2019,MIL,0,30,46,40,6,27.1,15.7,5.8,12,48,1.2,3.6,33.9,2.9,3.5,82.8,0.8,4,4.8,5.3,2.4,0.9,0.5,2.2,31.3,1,0,8.4,113.6,99.8,13.8,27.2,2.24,25.2,2.7,12.3,7.8,11.3,53.1,57.8,23.8,108.02,13,
Eric Gordon,2019,HOU,0,31,28,17,11,29.4,15.3,5,13.4,37.4,2.9,8.8,33.2,2.3,3.2,73,0.3,1.8,2,1.5,1,0.6,0.4,2,21.8,0,0,0.2,111.5,110.8,0.7,7.4,1.46,8.6,0.8,5.4,3,5.9,48.4,51.7,21,107.64,5.8,
Eric Mika,2019,SAC,0,25,1,0,1,19,6,2,3,66.7,0,0,0,2,2,100,2,5,7,0,0,0,0,5,14.4,0,0,8,122,102.4,19.5,0,0,0,11.1,26.3,18.9,0,66.7,77.3,8.9,103.35,7.7,
Eric Paschall,2019,GSW,0,23,50,11,39,26.7,13.2,5.1,10.5,48.2,0.6,2.1,28.2,2.5,3.3,77.4,1.4,3.3,4.7,1.7,1.5,0.6,0.2,2.1,22.3,4,0,-6.2,102.8,114,-11.2,10.6,1.12,11.3,4.8,12.2,8.4,10.1,51,55.4,20.8,101.94,9.1,
Ersan Ilyasova,2019,MIL,0,33,50,42,8,16.2,7.4,2.7,5.6,47.2,0.9,2.4,37.3,1.2,1.5,83.6,1.1,3.9,5,0.9,0.6,0.4,0.3,1.6,16.3,4,0,2.8,111.9,103.2,8.7,7.4,1.55,11.6,6.4,20.8,13.9,7.5,55,59.1,17.1,107.49,11.3,
Evan Fournier,2019,ORL,0,27,54,23,31,31.7,18.7,6.6,14.2,46.2,2.7,6.5,40.8,2.9,3.4,82.8,0.2,2.4,2.7,3.2,2,1.1,0.2,2.5,28.4,0,0,-1.5,106.4,108.7,-2.3,16.3,1.55,15.2,0.7,7.7,4.1,9.8,55.5,59.2,24,99.44,9.8,
Evan Turner,2019,MIN,0,31,19,3,16,13.2,3.3,1.3,3.5,37.3,0,0.3,0,0.6,0.7,85.7,0.4,1.6,2,2,1.4,0.5,0.4,1.1,10,0,0,-3.4,92.2,103.6,-11.4,23.5,1.46,27.9,2.8,10.7,6.7,19.1,37.3,42.4,15.4,107.37,6.2,
Frank Jackson,2019,NOP,0,22,44,20,24,13.2,5.9,2.1,5.1,40.6,0.8,2.4,31.7,1,1.3,77.2,0.3,0.9,1.3,0.8,0.9,0.3,0.1,1.4,9.1,0,0,-1.5,110.1,115.8,-5.7,8.8,0.95,11.4,2.4,6.5,4.4,12,48,52,19.6,107.64,4.6,
Frank Kaminsky,2019,PHX,0,27,32,12,20,22.4,11,4,8.7,45.5,1.2,3.5,34.8,1.8,2.8,67,0.9,4,4.9,2.2,1,0.4,0.3,2.2,21.4,1,0,-1,106.6,108.9,-2.3,15.1,2.15,16.9,3.9,17.7,10.6,7.8,52.5,55.4,20.2,104.38,10.2,
Frank Mason,2019,MIL,0,26,4,4,0,4.4,1.3,0.3,1.8,14.3,0.3,1,25,0.5,1,50,0.3,0.3,0.5,1.3,0.3,0.3,0,0.5,4.2,0,0,4.3,123.1,79.5,43.6,27.8,5,33.3,4.5,4.3,4.4,6.7,21.4,28.5,22.2,105.65,2,
Frank Ntilikina,2019,NYK,0,21,49,15,34,20.6,5.8,2.1,5.6,38.2,0.7,2.3,30.4,0.8,0.9,86.4,0.4,1.8,2.2,3,1.3,0.9,0.3,2.5,15.3,0,0,-1.6,104.6,107.8,-3.3,20.6,2.3,29.2,1.9,8.7,5.2,12.7,44.4,47.9,14.9,99.46,5.9,
Fred VanVleet,2019,TOR,0,26,45,33,12,36,18,6.1,14.7,41.2,2.8,7,39.6,3.1,3.7,84.2,0.4,3.3,3.7,6.8,2.3,1.9,0.3,2.3,36.9,6,0,3.5,110.2,105.8,4.4,28.1,2.94,26.7,1.1,8.6,4.9,9.1,50.6,55.1,22.2,100.57,11.5,
Furkan Korkmaz,2019,PHI,0,22,54,33,21,21.3,9.6,3.5,7.9,43.7,1.9,5,39.2,0.7,1,71.2,0.3,2,2.3,1,0.7,0.5,0.2,1.4,15.3,0,0,1.8,107.2,103.2,4,6.6,1.33,9.6,1.2,8.8,5,7.2,56,57.2,17.6,102.35,7.8,
Gabe Vincent,2019,MIA,0,24,4,2,2,10.2,3,1,4.8,21.1,1,4,25,0,0,0,0,0.8,0.8,0.8,0,0.3,0,0.5,5.8,0,0,-0.8,91.9,96.5,-4.6,12.5,0,13.6,0,7,3.4,0,31.6,31.6,19.6,100.74,1.6,
Garrett Temple,2019,BKN,0,34,48,24,24,28.2,10.2,3.6,9.5,37.5,2,6.3,32.6,1,1.4,75.4,0.5,2.8,3.3,2.5,1.1,0.8,0.4,1.8,20.5,0,0,-1.1,103.5,105.5,-2,13,2.27,18.1,1.7,8.6,5.2,8,48.2,50.5,16.1,102.98,7.2,
Garrison Mathews,2019,WAS,0,23,16,7,9,12.6,5.8,1.4,3.1,46,1.1,2.6,42.9,1.8,2,90.6,0.4,1.1,1.4,0.6,0.4,0.2,0.1,1.6,8.8,0,0,2.9,114.4,103.9,10.5,6.8,1.43,12.8,2.9,7.6,5.3,9,64,72.6,13.7,103.84,8.8,
Gary Clark,2019,ORL,0,25,30,17,13,12.3,3.6,1.2,3.1,38.7,0.9,2.7,33.8,0.3,0.3,88.9,0.8,1.7,2.5,0.4,0.1,0.1,0.4,0.9,8.8,0,0,0,106,106.2,-0.3,5,3.25,11.4,6,12.3,9.1,3.5,53.2,55.2,11,104.33,7.1,
