PLAYER,YEAR,TEAM,All-Star,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTÂ Ratio,OREB%,DREB%,REB%,TOÂ Ratio,eFG%,TS%,USG%,PACE,PIE,POSS
Jordan Clarkson,2020,UTA,0,28,31,25,6,26.2,18.3,6.8,14.8,45.7,3.2,8.5,38,1.5,1.6,95.9,0.9,3.1,3.9,2.1,1.8,1,0.2,1.4,28.1,0,0,5.2,116.6,107,9.5,12.9,1.16,10.9,3.2,11.2,7.2,9.4,56.5,58.9,27,101.81,12.7,"1,720"
Jordan McLaughlin,2020,MIN,0,24,20,2,18,18.9,5.9,2.4,6,40,0.7,1.8,38.9,0.4,0.5,80,0.5,1.9,2.4,4.9,1.1,0.9,0.2,0.9,18.1,0,0,-2,101,106.6,-5.6,38.6,4.45,40.2,2.3,9.7,5.7,9,45.8,47.4,15.9,101.81,11.3,803
Jordan Nwora,2020,MIL,0,22,10,7,3,8.2,5.1,1.7,3.7,45.9,0.8,1.6,50,0.9,1,90,0.1,1.4,1.5,0,1,0.4,0.2,0.9,7.7,0,0,-0.7,104.4,106.5,-2.1,0,0,0,1.3,13.3,8.3,19.2,56.8,61.6,26.1,107.46,9.2,182
Jordan Poole,2020,GSW,0,21,15,8,7,9.6,5.5,1.7,4.1,42.6,0.9,2.6,33.3,1.2,1.3,94.7,0.1,1.1,1.2,0.9,0.5,0.2,0.1,0.9,8.7,0,0,-0.1,100.6,102,-1.3,15.5,1.63,14.4,1.2,10.7,5.7,8.9,53.3,59.8,22.5,103.22,11.3,310
Josh Green,2020,DAL,0,20,17,6,11,12.5,2.5,1,2.1,47.2,0.1,0.7,16.7,0.4,0.6,54.5,0.7,1.6,2.3,0.6,0.6,0.2,0.1,0.9,6.3,0,0,-0.4,104.7,106.5,-1.8,6.1,0.91,16.1,5.2,12.7,8.8,17.7,50,51.4,10.2,101.88,4.7,450
Josh Hall,2020,OKC,0,20,7,0,7,7.3,1.7,0.6,2.6,22.2,0.1,1.1,12.5,0.4,1,42.9,0.1,1.1,1.3,1,0.6,0,0,1,4.2,0,0,-3,86,101.6,-15.7,23.3,1.75,21.9,1.4,13.6,7,12.5,25,28.5,18.4,114.31,-0.8,121
Josh Hart,2020,NOP,0,26,30,13,17,28.4,9.1,3.2,6.9,45.7,1.5,4.1,35.8,1.3,1.8,72.2,1,6.6,7.6,2.1,0.8,0.8,0.3,2.2,23.8,5,0,-0.9,111.8,113,-1.2,10,2.74,19.9,3.5,22.9,13.2,7.3,56.3,58.9,12.5,101.18,10,"1,791"
Josh Jackson,2020,DET,0,24,29,9,20,24.6,13.2,4.7,11.2,42.3,1.3,4.5,29.2,2.4,3.4,70,1,3.4,4.4,1.9,2.3,0.9,0.9,2.9,24.2,1,0,-0.8,103.7,104.7,-1,12.9,0.79,11.1,3.8,13.5,8.5,14,48.1,51.9,25.2,100.23,8.4,"1,485"
Josh Okogie,2020,MIN,0,22,26,7,19,19,4.6,1.5,4.5,33.9,0.4,1.9,20.4,1.1,1.5,76.3,0.9,1.5,2.4,1.1,0.7,0.8,0.5,1.8,12.4,0,0,-4.2,103.7,113.3,-9.7,7.7,1.47,15.4,4.3,8.1,6,10.4,38.1,44.2,12.8,102.98,3.6,"1,059"
Josh Richardson,2020,DAL,0,27,21,11,10,31.7,12.9,4.6,10.6,43.2,1.6,5.2,31.2,2.1,2.2,93.6,1,2.2,3.1,2.6,1.5,0.9,0.2,3,22.2,0,0,-2.7,113.3,115.7,-2.4,12,1.72,16.7,3,7,5,9.7,50.9,55.6,18,99.97,6.4,"1,377"
Jrue Holiday,2020,MIL,0,30,23,15,8,32.5,16.4,6.5,13,50.2,1.9,4.8,38.7,1.5,1.9,79.1,1.3,3.5,4.8,5.4,1.6,1.9,0.6,1.7,36.2,0,0,7.5,118.9,107.8,11.1,22.1,3.44,26.1,3.8,10,7,7.6,57.4,59.3,19.5,102.65,12.3,"1,594"
Juan Toscano-Anderson,2020,GSW,0,27,18,8,10,21.6,6.4,2.6,4.6,55.4,0.7,1.7,43.3,0.6,0.8,71.4,0.7,3.9,4.6,2.4,1,0.5,0.6,2.3,17.8,0,0,0.5,106.5,105.6,0.9,15.3,2.39,28.7,3.2,16.4,9.9,12,63.3,64.5,11.6,104.58,9.2,847
Juancho Hernangomez,2020,MIN,0,25,15,4,11,17.4,6.1,2.2,5.5,39.8,1.1,3.4,31.4,0.7,1,66.7,0.9,3.7,4.6,0.6,0.4,0.3,0.1,0.9,13.6,0,0,-2.2,111.9,118.1,-6.2,4.6,1.5,8.7,4.7,20.9,12.6,5.8,49.4,51.3,15.1,101.9,8,555
Julius Randle,2020,NYK,1,26,32,15,17,36.7,23.3,8.1,17,47.7,1.9,4.5,41.4,5.2,6.4,81.1,1.5,9.5,10.9,5.5,3.2,0.7,0.2,3.1,44.1,20,1,0.8,108.4,107,1.4,25.1,1.72,19.5,3.9,23.8,14.1,11.4,53.2,58.8,26.8,96.94,16.8,"2,369"
Justin Holiday,2020,IND,0,31,29,15,14,32.3,11.5,4,8.5,46.6,2.4,5.8,41.9,1.2,1.5,79.1,0.7,3.5,4.2,1.7,0.7,1.2,0.3,2.3,23.1,0,0,1.7,110.9,107.9,3,6.9,2.33,14.6,2.2,10.7,6.5,6.3,60.7,62.8,13.1,101.32,7.7,"1,970"
Justin Jackson,2020,OKC,0,25,20,5,15,17.3,7.5,2.8,6.3,44.4,1.1,3.2,33.3,0.8,1,80,0.4,1.9,2.3,1.7,1,0.4,0.1,1.2,13.1,0,0,-1.7,101.5,106.4,-4.9,14.6,1.74,17.6,2.1,10.2,6.2,10.2,52.8,55.3,18.4,102.88,8.2,742
Justin James,2020,SAC,0,24,11,1,10,5.7,2,0.8,1.9,42.9,0.2,0.7,25,0.2,0.7,25,0.2,0.5,0.6,0.5,0,0.2,0.1,0.2,4.3,0,0,-0.1,104.4,108.3,-3.9,10.9,0,17.2,2.6,8.8,5.2,0,47.6,44.9,15.5,103.69,5.7,137
Justin Patton,2020,HOU,0,23,1,0,1,21.5,4,2,6,33.3,0,2,0,0,0,0,1,5,6,0,0,0,3,4,20.2,0,0,8,113.3,100,13.3,0,0,0,4.3,20.8,12.8,0,33.3,33.3,12.2,98.46,3.4,45
Justise Winslow,2020,MEM,0,24,2,0,2,23.4,6,2,12,16.7,1,4.5,22.2,1,2,50,1.5,3.5,5,1,1.5,0.5,0.5,2.5,15,0,0,-12,93,120.6,-27.6,6.5,0.67,6.5,4.7,16.3,9.3,9.7,20.8,23.3,23.8,100.95,-3.4,100
Jusuf Nurkic,2020,POR,0,26,12,7,5,23.4,9.8,4.2,8.6,48.5,0.3,1,25,1.3,2.3,55.6,1.9,5.8,7.7,2.8,1.9,0.9,0.9,2.8,26.7,4,0,1.3,113.2,109.8,3.4,17.4,1.43,19.2,7.9,24.9,16.2,13.4,50,51.4,21.2,102.75,10.3,598
Juwan Morgan,2020,UTA,0,23,13,11,2,5.1,1.2,0.5,1,46.2,0.2,0.7,33.3,0,0.2,0,0.2,0.8,1,0.2,0.2,0.2,0,0.8,3.2,0,0,-3.2,87.2,116.3,-29.1,8.6,1.5,15.8,3.8,14.1,8.7,10.5,57.7,52.4,10,103,3.9,141
KZ Okpala,2020,MIA,0,21,16,8,8,10.7,2.1,0.8,1.9,38.7,0.4,1.2,36.8,0.1,0.4,33.3,0.3,1,1.3,0.4,0.5,0.2,0.1,1.2,4.6,0,0,-4.9,94.1,116,-21.9,5.4,0.75,12.5,2.4,10,6.1,16.7,50,49,10.9,99.99,1.7,356
Karim Mane,2020,ORL,0,20,6,2,4,9.3,1.2,0.2,1.5,11.1,0.2,0.3,50,0.7,0.7,100,0,1.7,1.7,0.2,0.5,0,0.2,0.5,3.4,0,0,-3.5,91.6,111.1,-19.5,2.5,0.33,6.7,0,19.6,8.3,20,16.7,32.5,10.1,101.38,2.1,119
Karl-Anthony Towns,2020,MIN,0,25,12,3,9,32.9,22.3,8,15.5,51.6,1.9,4.8,39.7,4.4,4.7,94.6,3.1,7.8,10.9,4.1,3,0.9,1.8,3.4,46.8,10,0,-0.8,112,114.1,-2.2,19.8,1.36,16.6,8.7,23.8,16,12.2,57.8,63.6,26.1,100.1,16.9,828
Kawhi Leonard,2020,LAC,1,29,26,19,7,34.8,27.1,9.8,19.2,51.2,2,5.1,39.1,5.4,6.2,87,0.9,5.3,6.2,4.8,1.8,1.7,0.6,1.6,46.7,5,0,9.2,121.9,109.3,12.6,22.5,2.68,17,2.7,15.3,9.1,6.3,56.4,61.7,29.7,98.01,17.3,"1,847"
Keita Bates-Diop,2020,SAS,0,25,8,4,4,3.3,0.6,0,1.1,0,0,0.5,0,0.6,0.8,83.3,0.1,0.3,0.4,0.3,0,0.1,0,0,1.8,0,0,-5.1,62.3,133.9,-71.6,18.2,0,14.3,3.2,9.1,5.7,0,0,21.5,17.6,107.72,0.5,61
Kelan Martin,2020,IND,0,25,11,6,5,3.9,1.3,0.5,1.6,33.3,0.2,0.7,25,0,0,0,0.1,0.9,1,0,0.4,0.2,0,0.4,2.7,0,0,0,96.9,96.9,0,0,0,0,2.2,20.8,11.7,18.2,38.9,38.9,20.2,107.89,4.7,96
Keldon Johnson,2020,SAS,0,21,27,16,11,30.1,14.5,5.3,11.4,46.8,1,3,32.5,2.9,3.7,77.8,1.7,5.2,7,2.3,1.5,0.8,0.5,2.3,28.6,5,0,-3.4,107.2,112.6,-5.4,10.9,1.53,13.6,5.3,17.1,11,8.9,51,55.6,20.3,101.34,10,"1,715"
Keljin Blevins,2020,POR,0,25,9,4,5,5.2,0.4,0.2,1.2,18.2,0,0.4,0,0,0,0,0,0.2,0.2,0.4,0.3,0.2,0,0.4,1.7,0,0,-1,89.7,99.1,-9.3,13.3,1.33,22.2,0,3.3,1.7,16.7,18.2,18.2,12,109,-2.3,107
Kelly Olynyk,2020,MIA,0,29,30,13,17,26,10.1,3.7,8.6,43.2,2,6,33,0.7,0.9,76.9,1,4.7,5.7,2,1.4,0.7,0.6,2.6,22.8,0,0,1.6,110.8,108.2,2.7,11.3,1.49,16.4,3.9,17.4,10.8,11,54.6,56,17.1,100.43,8.7,"1,633"
Kelly Oubre Jr.,2020,GSW,0,25,32,17,15,30.1,15.1,5.6,13.2,42.1,1.8,5.5,32,2.2,3,73.2,1.5,4.5,6,1.4,1.3,1.2,0.8,2.3,29.2,3,0,-2.2,106.9,109.6,-2.7,7.1,1.1,8.2,4.8,13.3,9.2,7.4,48.7,51.9,22,104.5,9,"2,089"
Kemba Walker,2020,BOS,0,30,16,6,10,29.2,17.3,5.9,15.7,37.5,2.8,7.9,34.9,2.8,3,91.7,0.4,3.2,3.6,4.1,2.1,1.1,0.3,1.5,29.9,0,0,-0.6,109.6,110.3,-0.7,22,1.91,17.6,1.4,11.2,6.1,9.2,46.2,50.7,27.5,99.81,10.6,970
Kendrick Nunn,2020,MIA,0,25,23,11,12,29.5,14.6,5.7,11.8,47.8,2.2,5.7,37.9,1.1,1.3,89.7,0.4,2.9,3.3,2.6,1.9,1.2,0.3,1.9,25.2,0,0,-2.2,104.5,108,-3.5,14.5,1.37,15.3,1.5,9.4,5.6,11.1,57,59,21,99.13,10,"1,402"
Kenrich Williams,2020,OKC,0,26,31,12,19,18.5,5.6,2.4,4.4,53.3,0.5,1.3,40,0.4,0.7,61.9,1.4,2.6,4,1.7,0.8,0.8,0.2,1.7,15.3,0,0,0.4,104.1,103.2,1,12.8,2,23.2,7,13.2,10.1,11.6,59.1,59.8,12.4,103.48,9.1,"1,236"
Kent Bazemore,2020,GSW,0,31,30,15,15,16.9,6.7,2.4,4.9,49.7,1.1,2.4,44.4,0.8,1,80,0.4,2.6,3.1,1.7,1,0.9,0.5,2.1,16.2,0,0,3.5,111.6,101.9,9.7,13.6,1.65,21.1,2.4,14.2,8.4,12.8,60.5,63,15.8,103.62,9.9,"1,091"
Kentavious Caldwell-Pope,2020,LAL,0,28,28,19,9,26.1,9,3.2,7,45.4,1.7,3.9,42.7,1,1.1,87.5,0.4,1.8,2.3,1.4,1.1,0.8,0.3,1.6,16,0,0,5.1,115,105.9,9.1,6.9,1.3,14.1,1.7,7,4.5,10.8,57.4,60.2,14.1,99.75,6.3,"1,520"
Kenyon Martin Jr.,2020,HOU,0,20,7,4,3,9.8,3.3,1.4,3.9,37,0.1,0.6,25,0.3,0.7,40,1.1,1.6,2.7,0.6,0.7,0.3,0.7,1.3,9.7,0,0,3.4,108.9,91.4,17.5,7.4,0.8,10.5,10.7,12.4,11.6,13.2,38.9,39.4,18.6,111.71,5.2,158
Kevin Durant,2020,BKN,1,32,19,12,7,35.8,29,9.9,18.9,52.4,2.6,5.9,43.4,6.6,7.6,86.9,0.4,6.9,7.3,5.3,3.5,0.7,1.4,2.3,48.6,6,0,8.4,120.8,110.6,10.2,21.9,1.49,16.9,1.1,17.3,10,11.4,59.2,65.2,30.2,103.84,16.3,"1,474"
Kevin Huerter,2020,ATL,0,22,31,13,18,31.9,12,4.6,10.6,43.2,2.2,5.7,38.2,0.7,0.8,80.8,0.7,2.9,3.6,3.6,1.2,1.2,0.2,2.4,24.8,3,0,-2.3,111.3,115.5,-4.2,16.6,2.97,23.1,2,9.2,5.5,7.8,53.5,54.8,15.9,100.47,7.7,"2,075"
Kevin Knox II,2020,NYK,0,21,23,11,12,16.2,5.3,1.9,4.9,38.9,1.1,2.9,37.9,0.4,0.5,83.3,0.4,1.7,2.1,0.7,0.7,0.3,0.3,1.4,10.1,0,0,-3.2,99.1,107.6,-8.5,7.1,1.06,11.3,2.2,9.7,5.9,10.7,50,52,15.2,99.26,5.6,768
Kevin Love,2020,CLE,0,32,2,2,0,23.2,9.5,3,9,33.3,1.5,4.5,33.3,2,2.5,80,1,5,6,2.5,1.5,0.5,0,0.5,20.5,0,0,8,108.7,97,11.8,13.2,1.67,17.9,4.2,19.2,12,10.7,41.7,47,20.2,104.54,9.7,103
Kevon Looney,2020,GSW,0,25,22,12,10,14.9,3.6,1.5,2.5,63,0.1,0.2,40,0.4,0.6,69.2,1.5,2.7,4.2,1.9,0.7,0.3,0.3,1.9,12.7,0,0,3.6,116.1,103.1,13,16.3,2.73,35.3,9.8,16,13,12.9,64.8,66.1,9.4,103.84,9.7,703
Khem Birch,2020,ORL,0,28,32,13,19,21,6.3,2.3,4.6,50,0.1,0.4,25,1.6,2.2,73.9,2.7,3,5.7,1.1,0.6,0.6,0.8,1.6,18.4,2,0,-2.5,101.8,107.5,-5.7,8,1.89,15.5,11,13.6,12.2,8.2,51,56.7,12,100.08,9.4,"1,399"
Khris Middleton,2020,MIL,0,29,32,19,13,33.2,20.3,7.5,15.1,49.8,2.3,5.4,43.4,2.9,3.3,89.5,0.8,5.3,6.1,5.7,2.6,1.2,0.2,2.7,37.5,6,0,5.1,117.8,110.2,7.6,24,2.17,23.2,2.3,14.9,8.7,10.7,57.6,61.4,23.5,102.5,13.1,"2,265"
Killian Hayes,2020,DET,0,19,7,1,6,21.1,4.6,1.9,6.7,27.7,0.7,2.9,25,0.1,0.3,50,0.1,1,1.1,3.6,2.4,0.3,0,2.1,9.7,0,0,-5.4,102.5,114.6,-12,22.7,1.47,27.8,0.6,5.2,2.7,18.9,33,33.4,18.5,102.6,-0.1,316
Kira Lewis Jr.,2020,NOP,0,19,19,7,12,13.1,4.9,1.8,5,36.8,0.6,1.7,33.3,0.7,1.1,65,0.1,0.7,0.8,1.9,0.4,0.6,0.1,1,10.4,0,0,0,110,110.4,-0.4,20.8,4.63,24.7,0.8,5.7,3.1,5.3,42.6,45.3,18.8,102.04,6,530
Kostas Antetokounmpo,2020,LAL,0,23,1,1,0,7.7,0,0,2,0,0,0,0,0,0,0,0,4,4,0,2,0,2,1,8.8,0,0,0,100,100,0,0,0,0,0,40,22.2,50,0,0,20,112.7,0,18
Kristaps Porzingis,2020,DAL,0,25,17,8,9,30,20.5,7.8,16.4,47.3,2.2,6.4,35.2,2.8,3.2,85.5,2.1,6.2,8.2,1.3,1.2,0.4,1.6,3.3,36.9,6,0,-3.6,114.8,119.5,-4.7,7.1,1.05,6.4,6.8,20.5,13.6,6.1,54.1,57.6,27.1,100.76,12.4,"1,064"
Kyle Anderson,2020,MEM,0,27,26,13,13,27.9,13.7,5,10.4,47.8,1.7,4.1,40.2,2.1,2.7,77.1,0.8,5.3,6.2,3.6,1.5,1.1,0.7,1.9,30.3,2,0,0.2,107.5,106.6,0.9,18.4,2.45,21.5,2.9,19.2,10.8,8.8,55.7,59,19.5,102.19,12.6,"1,540"
Kyle Guy,2020,SAC,0,23,12,2,10,8.1,3.2,1.1,3.3,32.5,0.4,1.8,23.8,0.6,0.7,87.5,0.3,0.8,1.1,1.1,0.1,0.3,0,0.6,7,0,0,2,117.7,107.5,10.2,15.7,13,22.4,2.8,10.3,6.3,1.7,38.8,43.7,18.2,105.97,6.7,215
Kyle Kuzma,2020,LAL,0,25,32,22,10,25.9,11.5,4.5,10.2,44.5,1.8,5,36.3,0.6,1,61.3,1.9,4.3,6.2,1.1,1.4,0.3,0.7,1.6,22.2,7,0,1,104.1,102.9,1.2,6.4,0.8,8.4,7.2,15.7,11.5,10.5,53.4,54,19.5,100.47,9.6,"1,740"
Kyle Lowry,2020,TOR,0,34,25,10,15,34.4,17.7,6,13.2,45.2,2.8,7.1,38.8,3,3.5,87.4,0.8,4.6,5.4,6.4,2.9,1.2,0.2,3.2,34.9,5,1,2.1,112.8,110,2.8,27.8,2.24,26.9,2.1,13.5,7.6,12,55.6,60.1,21.3,102.08,11.5,"1,827"
Kyrie Irving,2020,BKN,1,28,23,15,8,35.5,27.4,10.4,20.2,51.7,2.8,7,40.6,3.7,4.1,90.4,1.2,3.5,4.7,5.8,2.4,1.1,0.7,3,44.6,2,0,7,121.6,112.8,8.8,25,2.38,19.2,3.5,9.1,6.5,8.1,58.7,62.3,28.9,102.5,14.5,"1,747"
LaMarcus Aldridge,2020,SAS,0,35,18,11,7,26.7,14.1,5.9,12.5,47.6,1.3,3.7,35.8,0.9,1.2,76.2,0.8,3.5,4.3,1.9,0.9,0.4,0.9,1.5,25.2,1,0,-3.8,109.8,116.6,-6.9,11.3,2.19,12.3,3,13.7,8.1,5.6,52.9,54.2,22.8,100.48,9.5,"1,005"
LaMelo Ball,2020,CHA,0,19,30,14,16,28.2,14.6,5.4,12.6,43.1,1.8,5.2,34.6,1.9,2.4,80.6,1.5,4.6,6.1,6.1,2.8,1.6,0.4,2.6,34.2,6,1,-0.4,109.5,110.6,-1.1,31.7,2.19,27,5.2,15.5,10.4,12.3,50.3,53.5,24,102.73,12.1,"1,815"
Lamar Stevens,2020,CLE,0,23,21,6,15,14.4,4.5,1.7,4.1,41.9,0.1,0.8,12.5,1,1.4,69,0.5,2.2,2.7,1,0.5,0.5,0.3,1.3,10.9,0,0,-4.2,97,110.9,-13.9,10.9,1.91,15.9,2.8,15.5,8.6,8.3,43,47.6,15,101.47,7.2,640
Landry Shamet,2020,BKN,0,24,29,18,11,18.7,7.3,2.3,6.2,37.4,1.6,4.6,34.8,1.1,1.2,88.6,0.2,1.3,1.5,1.2,0.8,0.5,0.1,1.2,11.9,0,0,-2.6,109.6,117.1,-7.5,9.1,1.52,13.9,1,6.7,4,9.1,50.3,54.3,17,102.31,5.4,"1,161"
Langston Galloway,2020,PHX,0,29,25,18,7,10.5,4.5,1.5,3.3,46.3,0.8,1.8,45.7,0.6,0.6,100,0.2,0.9,1,0.6,0.3,0.2,0,0.6,6.9,0,0,0.5,107.8,105.9,1.9,8.3,2.29,14.5,1.6,8.5,5.1,6.4,59.1,63.5,15.5,102.72,8.6,561
Larry Nance Jr.,2020,CLE,0,28,19,8,11,33.4,9.3,3.7,7.6,48.3,1.3,3.3,38.1,0.6,1.1,57.1,1.4,5.4,6.8,3.2,1.5,1.9,0.5,2.2,28.2,2,0,-2.2,103.5,106,-2.4,13.4,2.18,25,4.1,16.6,10.2,11.5,56.6,57.1,12.3,98.37,10.1,"1,297"
Lauri Markkanen,2020,CHI,0,23,14,5,9,30.4,19.1,6.8,13.2,51.4,2.9,7.2,39.6,2.7,3.2,84.4,0.6,5.5,6.1,0.9,1.7,0.6,0.4,2.2,29,1,0,-5.8,104.9,114.4,-9.5,4.5,0.5,5,1.9,17.8,9.8,10,62.2,65.4,22.2,105.37,12,939
LeBron James,2020,LAL,1,36,32,22,10,35,25.8,9.7,19.3,50.1,2.4,6.8,35.5,4.1,5.8,70.4,0.6,7.7,8.2,8.1,3.9,1,0.5,1.6,48.4,14,3,7.1,112.3,102.7,9.6,38.6,2.09,24.2,1.6,20.8,11.6,11.6,56.3,59.1,31.1,99.79,19.2,"2,329"
Lonnie Walker IV,2020,SAS,0,22,25,14,11,26.7,10.8,4,10,40.6,1.6,4.4,35.5,1.1,1.4,80,0.2,2.7,2.9,1.7,1,0.5,0.4,2.1,18.3,0,0,-4.7,109.2,116.9,-7.7,8.8,1.62,12.7,0.7,10.4,5.3,7.9,48.4,50.9,18.7,101.21,5.4,"1,401"
Lonzo Ball,2020,NOP,0,23,27,12,15,31.4,14.3,5.2,12.1,42.7,3,7.7,39.1,1,1.3,74.3,0.6,3.7,4.3,5,2.1,1.3,0.5,2.5,30.3,1,0,1.9,117.5,115.7,1.8,21.7,2.35,25,1.9,11.6,6.7,10.7,55,56.3,19.9,98.68,9.4,"1,749"
Lou Williams,2020,LAC,0,34,30,20,10,22.4,12.3,4.4,10.5,42.1,1.1,2.8,37.6,2.4,2.8,85.7,0.4,2,2.4,3.8,1.5,0.8,0.1,1,22.3,2,0,2.9,115.9,110.1,5.9,24.4,2.53,22.3,2,8.6,5.4,8.8,47.2,52.4,24.6,101.38,10.8,"1,424"
Luguentz Dort,2020,OKC,0,21,30,12,18,29.8,12.5,4.3,10.9,39.8,1.9,5.9,31.8,2,2.6,74.7,0.7,2.8,3.5,1.5,1.5,0.9,0.3,2.5,20.9,0,0,-3.7,107.5,112.9,-5.4,7.5,1,10,2.2,9,5.6,10,48.3,51.8,19.9,100.16,5.5,"1,864"
Luka Doncic,2020,DAL,1,22,29,15,14,35.3,28.9,10,21.1,47.4,2.6,7.3,34.9,6.3,8.2,77.2,0.9,7.7,8.6,9.2,4.2,1,0.7,2.1,53.9,15,7,0.7,115.9,114.2,1.7,44.5,2.21,24.3,2.5,21.5,12.1,11,53.4,58.4,35.1,100.15,19,"2,131"
Luka Samanic,2020,SAS,0,21,4,2,2,2.7,1.8,0.5,1.5,33.3,0.5,0.8,66.7,0.3,0.5,50,0,0,0,0,0,0,0,0,1.8,0,0,0.3,119,104.3,14.7,0,0,0,0,0,0,0,50,50.9,26.9,98.37,4.5,21
Luke Kennard,2020,LAC,0,24,30,22,8,21.7,7.9,2.9,6.4,45.6,1.6,3.6,43.5,0.4,0.5,86.7,0.3,2.5,2.8,1.8,0.9,0.4,0.2,1.6,14.7,0,0,-0.6,112.9,113.4,-0.5,11.7,1.93,19.3,1.3,11.4,6.5,10,57.8,59.1,15.1,99.85,7,"1,347"
Luke Kornet,2020,CHI,0,25,7,4,3,6.9,1.3,0.4,2.3,18.8,0.1,1.9,7.7,0.3,0.3,100,0,1.4,1.4,0.3,0.1,0.3,0.1,0.1,4.6,0,0,-1,85.6,96.2,-10.6,6.1,2,10,0,21.7,9.6,5,21.9,26.7,14.6,107.9,4.9,111
Malachi Flynn,2020,TOR,0,22,15,11,4,8.4,2.2,0.8,3,26.7,0.3,1.7,19.2,0.3,0.4,66.7,0.1,0.7,0.7,1.1,0.3,0.3,0,0.8,5.2,0,0,-2.2,94.9,108.4,-13.5,20.5,4,23.9,0.7,8.1,4,6,32.2,34.6,15.8,105.31,2.6,277
Malcolm Brogdon,2020,IND,0,28,29,15,14,36,21.6,8.1,18.4,44.2,2.7,6.7,39.5,2.7,2.9,90.6,0.8,4.1,4.8,6.6,2.1,1.3,0.3,1.9,39.8,2,0,0.6,111.8,111.1,0.6,28.5,3.17,23.3,2.1,11,6.5,7.4,51.4,54.8,25.8,99.51,12.8,"2,168"
Malik Beasley,2020,MIN,0,24,32,7,25,33,20.4,7.5,16.6,45.5,3.5,8.5,40.7,1.8,2.2,84.3,0.8,3.9,4.7,2.5,1.6,0.8,0.2,1.6,31.3,0,0,-4.6,108.2,114.2,-6,12,1.54,11.6,2.3,11.8,6.8,7.6,55.9,58.1,23.9,102.25,11,"2,243"
Malik Monk,2020,CHA,0,23,17,7,10,21.3,10.9,3.8,8.4,44.8,2.2,4.8,46.9,1.1,1.4,79.2,0.3,2.5,2.8,1.7,1.2,0.3,0.1,1.2,16.8,0,0,-0.3,107.9,109.5,-1.6,12,1.45,14.4,1.3,11.2,6.1,9.9,58,60.2,19.5,103.87,9.2,786
Marc Gasol,2020,LAL,0,36,32,22,10,20.3,4.5,1.4,3.6,39.7,0.8,2.3,36.1,0.8,1,80.6,0.8,3.5,4.2,2,0.9,0.5,1.3,2.4,17,0,0,2.5,111.4,105.3,6.1,12,2.17,28.6,3.9,16.2,10.3,13.2,50.9,55.2,10.5,100.28,6.8,"1,357"
Marcus Morris Sr.,2020,LAC,0,31,24,17,7,24.9,13,4.5,10,44.8,2.5,5,49.2,1.5,1.7,90,0.8,3.1,3.9,1,0.9,0.5,0.3,1.9,20.7,0,0,1.3,117.6,115.2,2.4,5.9,1.09,7.9,3.1,12.5,7.8,7.3,57.1,60.1,19.4,100.73,9,"1,256"
Marcus Smart,2020,BOS,0,27,17,9,8,32.3,13.1,4.4,11.1,39.4,1.6,5.3,31.1,2.7,3.6,74.2,0.4,2.4,2.8,6.1,1.8,1.8,0.5,2.3,30.8,2,0,-0.2,109.3,109.5,-0.2,25.6,3.43,29.5,1.2,7.5,4.2,8.6,46.8,51.6,18.7,101.34,9.3,"1,159"
Markelle Fultz,2020,ORL,0,22,8,6,2,26.9,12.9,5.1,13,39.4,0.5,2,25,2.1,2.4,89.5,0.6,2.5,3.1,5.4,2.3,1,0.3,2.3,26.2,1,0,-3.6,107.1,113.6,-6.5,29.3,2.39,25,2.1,9.5,5.6,10.5,41.3,45.8,25,103.16,8.1,463
Markieff Morris,2020,LAL,0,31,26,16,10,15.5,4.4,1.5,4,37.9,0.8,2.6,30.9,0.6,0.8,75,0.5,2.7,3.3,0.8,0.5,0.2,0.2,1.6,10.3,0,0,1.5,106.2,103,3.2,7.6,1.57,15.1,3.4,15.7,9.8,9.6,48.1,51,13,101.25,6.5,853
Markus Howard,2020,DEN,0,22,16,9,7,3.2,0.9,0.4,1.9,20,0.2,1.3,14.3,0,0,0,0,0.3,0.3,0.4,0.3,0.1,0,0.4,2,0,0,-2.4,80.8,112.9,-32.1,17.6,1.5,15,0,9.3,4.3,10,25,25,24.6,116.32,-3.2,125
Marques Bolden,2020,CLE,0,22,6,2,4,4.8,1.2,0.2,0.5,33.3,0,0,0,0.8,1.3,62.5,0.5,0.5,1,0,0.3,0.3,0.3,0,4,0,0,0.8,82.8,70.5,12.3,0,0,0,8.3,8.8,8.6,22.2,33.3,53.7,13.6,99.74,11.5,58
Marquese Chriss,2020,GSW,0,23,2,0,2,13.4,6.5,2.5,7,35.7,0.5,2.5,20,1,2,50,1.5,5,6.5,1,1,0,1,1.5,17.8,0,0,-12.5,79,119.4,-40.3,20,1,10,7.5,38.5,19.7,10,39.3,41.2,25,111.39,11,62
Marvin Bagley III,2020,SAC,0,22,29,12,17,25.6,13.4,5.3,11.1,48.1,1,2.8,37.5,1.7,3,54.5,2.3,5.3,7.6,1,1.5,0.5,0.5,2.4,25.5,9,0,-4,112.3,119,-6.7,5.5,0.65,6.5,8.6,20.7,14.5,9.9,52.8,53.8,22.9,101.71,9.1,"1,567"
